date,country,title,importance,impact
2024-08-30T06:45:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-08-30T09:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-08-30T09:00:00.000Z,EUR,Inflation Rate YoY Flash,1,
2024-08-30T12:00:00.000Z,INR,GDP Growth Rate YoY,1,
2024-08-30T12:30:00.000Z,CAD,GDP Growth Rate Annualized,1,
2024-08-30T12:30:00.000Z,CAD,GDP Growth Rate QoQ,1,
2024-08-30T12:30:00.000Z,USD,Core PCE Price Index MoM,1,
2024-08-30T12:30:00.000Z,USD,Personal Income MoM,1,
2024-08-30T12:30:00.000Z,USD,Personal Spending MoM,1,
2024-08-31T01:30:00.000Z,CNY,NBS Manufacturing PMI,1,
2024-09-02T01:45:00.000Z,CNY,Caixin Manufacturing PMI,1,
2024-09-03T14:00:00.000Z,USD,ISM Manufacturing PMI,1,
2024-09-04T01:30:00.000Z,AUD,GDP Growth Rate QoQ,1,
2024-09-04T12:30:00.000Z,CAD,Balance of Trade,1,
2024-09-04T13:45:00.000Z,CAD,BoC Interest Rate Decision,1,
2024-09-04T14:00:00.000Z,USD,JOLTs Job Openings,1,
2024-09-05T01:30:00.000Z,AUD,Balance of Trade,1,
2024-09-05T14:00:00.000Z,USD,ISM Services PMI,1,
2024-09-06T06:00:00.000Z,EUR,Balance of Trade,1,
2024-09-06T12:30:00.000Z,USD,Non Farm Payrolls,1,
2024-09-06T12:30:00.000Z,USD,Unemployment Rate,1,
2024-09-06T12:30:00.000Z,CAD,Unemployment Rate,1,
2024-09-06T14:00:00.000Z,CAD,Ivey PMI s.a,1,
2024-09-09T01:30:00.000Z,CNY,Inflation Rate YoY,1,
2024-09-10T00:30:00.000Z,AUD,Westpac Consumer Confidence Change,1,
2024-09-10T01:30:00.000Z,AUD,NAB Business Confidence,1,
2024-09-10T03:00:00.000Z,CNY,Balance of Trade,1,
2024-09-10T06:00:00.000Z,GBP,Unemployment Rate,1,
2024-09-11T06:00:00.000Z,GBP,GDP MoM,1,
2024-09-11T12:30:00.000Z,USD,Core Inflation Rate MoM,1,
2024-09-11T12:30:00.000Z,USD,Inflation Rate MoM,1,
2024-09-11T12:30:00.000Z,USD,Inflation Rate YoY,1,
2024-09-11T12:30:00.000Z,USD,Core Inflation Rate YoY,1,
2024-09-12T12:15:00.000Z,EUR,Deposit Facility Rate,1,
2024-09-12T12:15:00.000Z,EUR,ECB Interest Rate Decision,1,
2024-09-12T12:30:00.000Z,USD,PPI MoM,1,
2024-09-12T12:45:00.000Z,EUR,ECB Press Conference,1,
2024-09-13T14:00:00.000Z,USD,Michigan Consumer Sentiment Prel,1,
2024-09-14T02:00:00.000Z,CNY,Retail Sales YoY,1,
2024-09-14T02:00:00.000Z,CNY,Industrial Production YoY,1,
2024-09-17T09:00:00.000Z,EUR,ZEW Economic Sentiment Index,1,
2024-09-17T12:30:00.000Z,USD,Retail Sales MoM,1,
2024-09-17T12:30:00.000Z,CAD,Inflation Rate YoY,1,
2024-09-17T23:50:00.000Z,JPY,Balance of Trade,1,
2024-09-18T06:00:00.000Z,GBP,Inflation Rate YoY,1,
2024-09-18T12:30:00.000Z,USD,Building Permits Prel,1,
2024-09-18T18:00:00.000Z,USD,Fed Interest Rate Decision,1,
2024-09-18T18:00:00.000Z,USD,FOMC Economic Projections,1,
2024-09-18T18:30:00.000Z,USD,Fed Press Conference,1,
2024-09-19T11:00:00.000Z,GBP,BoE Interest Rate Decision,1,
2024-09-19T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2024-09-20T03:00:00.000Z,JPY,BoJ Interest Rate Decision,1,
2024-09-20T06:00:00.000Z,GBP,Retail Sales MoM,1,
2024-09-23T07:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2024-09-24T04:30:00.000Z,AUD,RBA Interest Rate Decision,1,
2024-09-24T08:00:00.000Z,EUR,Ifo Business Climate,1,
2024-09-25T01:30:00.000Z,AUD,Monthly CPI Indicator,1,
2024-09-26T06:00:00.000Z,EUR,GfK Consumer Confidence,1,
2024-09-26T12:30:00.000Z,USD,GDP Growth Rate QoQ Final,1,
2024-09-26T12:30:00.000Z,USD,Durable Goods Orders MoM,1,
2024-09-26T13:20:00.000Z,USD,Fed Chair Powell Speech,1,
2024-09-27T06:45:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-09-27T12:30:00.000Z,USD,Core PCE Price Index MoM,1,
2024-09-27T12:30:00.000Z,USD,Personal Spending MoM,1,
2024-09-27T12:30:00.000Z,USD,Personal Income MoM,1,
2024-09-30T01:30:00.000Z,CNY,NBS Manufacturing PMI,1,
2024-09-30T01:45:00.000Z,CNY,Caixin Manufacturing PMI,1,
2024-09-30T09:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-09-30T12:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-09-30T17:55:00.000Z,USD,Fed Chair Powell Speech,1,
2024-09-30T23:50:00.000Z,JPY,Tankan Large Manufacturers Index,1,
2024-10-01T09:00:00.000Z,EUR,Inflation Rate YoY Flash,1,
2024-10-01T14:00:00.000Z,USD,ISM Manufacturing PMI,1,
2024-10-01T14:00:00.000Z,USD,JOLTs Job Openings,1,
2024-10-02T05:00:00.000Z,JPY,Consumer Confidence,1,
2024-10-03T01:30:00.000Z,AUD,Balance of Trade,1,
2024-10-03T14:00:00.000Z,USD,ISM Services PMI,1,
2024-10-04T12:30:00.000Z,USD,Unemployment Rate,1,
2024-10-04T12:30:00.000Z,USD,Non Farm Payrolls,1,
2024-10-04T14:00:00.000Z,CAD,Ivey PMI s.a,1,
2024-10-08T00:30:00.000Z,AUD,NAB Business Confidence,1,
2024-10-08T00:30:00.000Z,AUD,RBA Meeting Minutes,1,
2024-10-08T01:00:00.000Z,AUD,Westpac Consumer Confidence Change,1,
2024-10-08T02:00:00.000Z,CNY,National Development and Reform Commission Briefing,1,
2024-10-08T12:30:00.000Z,CAD,Balance of Trade,1,
2024-10-09T06:00:00.000Z,EUR,Balance of Trade,1,
2024-10-09T18:00:00.000Z,USD,FOMC Minutes,1,
2024-10-10T12:30:00.000Z,USD,Core Inflation Rate MoM,1,
2024-10-10T12:30:00.000Z,USD,Inflation Rate MoM,1,
2024-10-10T12:30:00.000Z,USD,Core Inflation Rate YoY,1,
2024-10-10T12:30:00.000Z,USD,Inflation Rate YoY,1,
2024-10-11T06:00:00.000Z,GBP,GDP MoM,1,
2024-10-11T12:30:00.000Z,CAD,Unemployment Rate,1,
2024-10-11T12:30:00.000Z,USD,PPI MoM,1,
2024-10-11T14:00:00.000Z,USD,Michigan Consumer Sentiment Prel,1,
2024-10-13T01:30:00.000Z,CNY,Inflation Rate YoY,1,
2024-10-14T08:15:00.000Z,CNY,Balance of Trade,1,
2024-10-15T06:00:00.000Z,GBP,Unemployment Rate,1,
2024-10-15T09:00:00.000Z,EUR,ZEW Economic Sentiment Index,1,
2024-10-15T12:30:00.000Z,CAD,Inflation Rate YoY,1,
2024-10-16T06:00:00.000Z,GBP,Inflation Rate YoY,1,
2024-10-16T18:40:00.000Z,EUR,ECB President Lagarde Speech,1,
2024-10-16T23:50:00.000Z,JPY,Balance of Trade,1,
2024-10-17T12:15:00.000Z,EUR,Deposit Facility Rate,1,
2024-10-17T12:15:00.000Z,EUR,ECB Interest Rate Decision,1,
2024-10-17T12:30:00.000Z,USD,Retail Sales MoM,1,
2024-10-17T12:45:00.000Z,EUR,ECB Press Conference,1,
2024-10-17T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2024-10-18T02:00:00.000Z,CNY,Industrial Production YoY,1,
2024-10-18T02:00:00.000Z,CNY,Retail Sales YoY,1,
2024-10-18T02:00:00.000Z,CNY,GDP Growth Rate YoY,1,
2024-10-18T06:00:00.000Z,GBP,Retail Sales MoM,1,
2024-10-18T12:30:00.000Z,USD,Building Permits Prel,1,
2024-10-22T14:00:00.000Z,EUR,ECB President Lagarde Speech,1,
2024-10-22T19:15:00.000Z,EUR,ECB President Lagarde Speech,1,
2024-10-23T13:45:00.000Z,CAD,BoC Interest Rate Decision,1,
2024-10-23T13:45:00.000Z,CAD,BoC Monetary Policy Report,1,
2024-10-23T14:00:00.000Z,EUR,ECB President Lagarde Speech,1,
2024-10-24T07:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2024-10-25T08:00:00.000Z,EUR,Ifo Business Climate,1,
2024-10-25T12:30:00.000Z,USD,Durable Goods Orders MoM,1,
2024-10-29T07:00:00.000Z,EUR,GfK Consumer Confidence,1,
2024-10-29T14:00:00.000Z,USD,JOLTs Job Openings,1,
2024-10-30T00:30:00.000Z,AUD,Monthly CPI Indicator,1,
2024-10-30T05:00:00.000Z,JPY,Consumer Confidence,1,
2024-10-30T06:30:00.000Z,EUR,GDP Growth Rate QoQ Prel,1,
2024-10-30T06:30:00.000Z,EUR,GDP Growth Rate YoY Prel,1,
2024-10-30T09:00:00.000Z,EUR,GDP Growth Rate QoQ Flash,1,
2024-10-30T09:00:00.000Z,EUR,GDP Growth Rate YoY Flash,1,
2024-10-30T09:00:00.000Z,EUR,GDP Growth Rate QoQ Adv,1,
2024-10-30T09:00:00.000Z,EUR,GDP Growth Rate YoY Adv,1,
2024-10-30T10:00:00.000Z,EUR,GDP Growth Rate YoY Flash,1,
2024-10-30T10:00:00.000Z,EUR,GDP Growth Rate QoQ Flash,1,
2024-10-30T12:30:00.000Z,USD,GDP Growth Rate QoQ Adv,1,
2024-10-30T13:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-10-31T01:30:00.000Z,CNY,NBS Manufacturing PMI,1,
2024-10-31T03:00:00.000Z,JPY,BoJ Interest Rate Decision,1,
2024-10-31T07:45:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-10-31T10:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-10-31T10:00:00.000Z,EUR,Inflation Rate YoY Flash,1,
2024-10-31T12:30:00.000Z,USD,Core PCE Price Index MoM,1,
2024-10-31T12:30:00.000Z,USD,Personal Income MoM,1,
2024-10-31T12:30:00.000Z,USD,Personal Spending MoM,1,
2024-11-01T01:45:00.000Z,CNY,Caixin Manufacturing PMI,1,
2024-11-01T12:30:00.000Z,USD,Non Farm Payrolls,1,
2024-11-01T12:30:00.000Z,USD,Unemployment Rate,1,
2024-11-01T14:00:00.000Z,USD,ISM Manufacturing PMI,1,
2024-11-05T03:30:00.000Z,AUD,RBA Interest Rate Decision,1,
2024-11-05T12:00:00.000Z,USD,Presidential Election,1,
2024-11-05T13:30:00.000Z,CAD,Balance of Trade,1,
2024-11-05T15:00:00.000Z,USD,ISM Services PMI,1,
2024-11-06T15:00:00.000Z,CAD,Ivey PMI s.a,1,
2024-11-07T00:30:00.000Z,AUD,Balance of Trade,1,
2024-11-07T03:30:00.000Z,CNY,Balance of Trade,1,
2024-11-07T07:00:00.000Z,EUR,Balance of Trade,1,
2024-11-07T12:00:00.000Z,GBP,BoE Interest Rate Decision,1,
2024-11-07T19:00:00.000Z,USD,Fed Interest Rate Decision,1,
2024-11-07T19:30:00.000Z,USD,Fed Press Conference,1,
2024-11-08T13:30:00.000Z,CAD,Unemployment Rate,1,
2024-11-08T15:00:00.000Z,USD,Michigan Consumer Sentiment Prel,1,
2024-11-09T01:30:00.000Z,CNY,Inflation Rate YoY,1,
2024-11-11T23:30:00.000Z,AUD,Westpac Consumer Confidence Change,1,
2024-11-12T00:30:00.000Z,AUD,NAB Business Confidence,1,
2024-11-12T07:00:00.000Z,GBP,Unemployment Rate,1,
2024-11-12T10:00:00.000Z,EUR,ZEW Economic Sentiment Index,1,
2024-11-13T13:30:00.000Z,USD,Inflation Rate MoM,1,
2024-11-13T13:30:00.000Z,USD,Core Inflation Rate MoM,1,
2024-11-13T13:30:00.000Z,USD,Core Inflation Rate YoY,1,
2024-11-13T13:30:00.000Z,USD,Inflation Rate YoY,1,
2024-11-14T13:30:00.000Z,USD,PPI MoM,1,
2024-11-14T20:00:00.000Z,USD,Fed Chair Powell Speech,1,
2024-11-14T23:50:00.000Z,JPY,GDP Growth Rate QoQ Prel,1,
2024-11-15T02:00:00.000Z,CNY,Retail Sales YoY,1,
2024-11-15T02:00:00.000Z,CNY,Industrial Production YoY,1,
2024-11-15T07:00:00.000Z,GBP,GDP MoM,1,
2024-11-15T07:00:00.000Z,GBP,GDP Growth Rate YoY Prel,1,
2024-11-15T07:00:00.000Z,GBP,GDP Growth Rate QoQ Prel,1,
2024-11-15T13:30:00.000Z,USD,Retail Sales MoM,1,
2024-11-19T00:30:00.000Z,AUD,RBA Meeting Minutes,1,
2024-11-19T13:30:00.000Z,USD,Building Permits Prel,1,
2024-11-19T13:30:00.000Z,CAD,Inflation Rate YoY,1,
2024-11-19T23:50:00.000Z,JPY,Balance of Trade,1,
2024-11-20T07:00:00.000Z,GBP,Inflation Rate YoY,1,
2024-11-21T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2024-11-22T07:00:00.000Z,GBP,Retail Sales MoM,1,
2024-11-22T08:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2024-11-25T09:00:00.000Z,EUR,Ifo Business Climate,1,
2024-11-26T19:00:00.000Z,USD,FOMC Minutes,1,
2024-11-27T00:30:00.000Z,AUD,Monthly CPI Indicator,1,
2024-11-27T09:30:00.000Z,EUR,GfK Consumer Confidence,1,
2024-11-27T13:30:00.000Z,USD,Durable Goods Orders MoM,1,
2024-11-27T13:30:00.000Z,USD,GDP Growth Rate QoQ 2nd Est,1,
2024-11-27T15:00:00.000Z,USD,Core PCE Price Index MoM,1,
2024-11-27T15:00:00.000Z,USD,Personal Spending MoM,1,
2024-11-27T15:00:00.000Z,USD,Personal Income MoM,1,
2024-11-28T13:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-11-29T05:00:00.000Z,JPY,Consumer Confidence,1,
2024-11-29T07:45:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-11-29T10:00:00.000Z,EUR,Inflation Rate YoY Flash,1,
2024-11-29T10:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2024-11-29T10:30:00.000Z,INR,GDP Growth Rate YoY,1,
2024-11-29T13:30:00.000Z,CAD,GDP Growth Rate QoQ,1,
2024-11-29T13:30:00.000Z,CAD,GDP Growth Rate Annualized,1,
2024-11-30T01:30:00.000Z,CNY,NBS Manufacturing PMI,1,
2024-12-02T01:45:00.000Z,CNY,Caixin Manufacturing PMI,1,
2024-12-02T15:00:00.000Z,USD,ISM Manufacturing PMI,1,
2024-12-03T15:00:00.000Z,USD,JOLTs Job Openings,1,
2024-12-04T00:30:00.000Z,AUD,GDP Growth Rate QoQ,1,
2024-12-04T01:00:00.000Z,KRW,BoK Monetary Policy Board Extraordinary Meeting,1,
2024-12-04T15:00:00.000Z,USD,ISM Services PMI,1,
2024-12-04T18:40:00.000Z,USD,Fed Chair Powell Speech,1,
2024-12-05T00:30:00.000Z,AUD,Balance of Trade,1,
2024-12-05T13:30:00.000Z,CAD,Balance of Trade,1,
2024-12-06T13:30:00.000Z,USD,Unemployment Rate,1,
2024-12-06T13:30:00.000Z,USD,Non Farm Payrolls,1,
2024-12-06T13:30:00.000Z,CAD,Unemployment Rate,1,
2024-12-06T15:00:00.000Z,USD,Michigan Consumer Sentiment Prel,1,
2024-12-06T15:00:00.000Z,CAD,Ivey PMI s.a,1,
2024-12-09T01:30:00.000Z,CNY,Inflation Rate YoY,1,
2024-12-10T00:30:00.000Z,AUD,NAB Business Confidence,1,
2024-12-10T03:00:00.000Z,CNY,Balance of Trade,1,
2024-12-10T03:30:00.000Z,AUD,RBA Interest Rate Decision,1,
2024-12-11T13:30:00.000Z,USD,Inflation Rate MoM,1,
2024-12-11T13:30:00.000Z,USD,Core Inflation Rate MoM,1,
2024-12-11T13:30:00.000Z,USD,Core Inflation Rate YoY,1,
2024-12-11T13:30:00.000Z,USD,Inflation Rate YoY,1,
2024-12-11T14:45:00.000Z,CAD,BoC Interest Rate Decision,1,
2024-12-12T13:15:00.000Z,EUR,Deposit Facility Rate,1,
2024-12-12T13:15:00.000Z,EUR,ECB Interest Rate Decision,1,
2024-12-12T13:30:00.000Z,USD,PPI MoM,1,
2024-12-12T13:45:00.000Z,EUR,ECB Press Conference,1,
2024-12-12T23:50:00.000Z,JPY,Tankan Large Manufacturers Index,1,
2024-12-13T07:00:00.000Z,EUR,Balance of Trade,1,
2024-12-13T07:00:00.000Z,GBP,GDP MoM,1,
2024-12-16T02:00:00.000Z,CNY,Industrial Production YoY,1,
2024-12-16T02:00:00.000Z,CNY,Retail Sales YoY,1,
2024-12-16T08:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2024-12-16T23:30:00.000Z,AUD,Westpac Consumer Confidence Change,1,
2024-12-17T07:00:00.000Z,GBP,Unemployment Rate,1,
2024-12-17T09:00:00.000Z,EUR,Ifo Business Climate,1,
2024-12-17T10:00:00.000Z,EUR,ZEW Economic Sentiment Index,1,
2024-12-17T13:30:00.000Z,USD,Retail Sales MoM,1,
2024-12-17T13:30:00.000Z,CAD,Inflation Rate YoY,1,
2024-12-17T23:50:00.000Z,JPY,Balance of Trade,1,
2024-12-18T07:00:00.000Z,GBP,Inflation Rate YoY,1,
2024-12-18T13:30:00.000Z,USD,Building Permits Prel,1,
2024-12-18T19:00:00.000Z,USD,Fed Interest Rate Decision,1,
2024-12-18T19:00:00.000Z,USD,FOMC Economic Projections,1,
2024-12-18T19:30:00.000Z,USD,Fed Press Conference,1,
2024-12-19T03:00:00.000Z,JPY,BoJ Interest Rate Decision,1,
2024-12-19T07:00:00.000Z,EUR,GfK Consumer Confidence,1,
2024-12-19T12:00:00.000Z,GBP,BoE Interest Rate Decision,1,
2024-12-19T13:30:00.000Z,USD,GDP Growth Rate QoQ Final,1,
2024-12-19T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2024-12-20T07:00:00.000Z,GBP,Retail Sales MoM,1,
2024-12-20T13:30:00.000Z,USD,Core PCE Price Index MoM,1,
2024-12-20T13:30:00.000Z,USD,Personal Income MoM,1,
2024-12-20T13:30:00.000Z,USD,Personal Spending MoM,1,
2024-12-23T14:30:00.000Z,USD,Durable Goods Orders MoM,1,
2024-12-24T00:30:00.000Z,AUD,RBA Meeting Minutes,1,
2024-12-31T01:30:00.000Z,CNY,NBS Manufacturing PMI,1,
2025-01-02T01:45:00.000Z,CNY,Caixin Manufacturing PMI,1,
2025-01-03T08:55:00.000Z,EUR,Unemployment Change,1,
2025-01-03T15:00:00.000Z,USD,ISM Manufacturing PMI,1,
2025-01-06T13:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2025-01-07T07:45:00.000Z,EUR,Inflation Rate YoY Prel,1,
2025-01-07T09:00:00.000Z,EUR,Unemployment Rate,1,
2025-01-07T10:00:00.000Z,EUR,Inflation Rate YoY Flash,1,
2025-01-07T10:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2025-01-07T10:00:00.000Z,EUR,Unemployment Rate,1,
2025-01-07T13:30:00.000Z,CAD,Balance of Trade,1,
2025-01-07T15:00:00.000Z,USD,JOLTs Job Openings,1,
2025-01-07T15:00:00.000Z,CAD,Ivey PMI s.a,1,
2025-01-07T15:00:00.000Z,USD,ISM Services PMI,1,
2025-01-08T05:00:00.000Z,JPY,Consumer Confidence,1,
2025-01-08T19:00:00.000Z,USD,FOMC Minutes,1,
2025-01-09T00:30:00.000Z,AUD,Balance of Trade,1,
2025-01-09T01:30:00.000Z,CNY,Inflation Rate YoY,1,
2025-01-09T07:00:00.000Z,EUR,Balance of Trade,1,
2025-01-10T13:30:00.000Z,USD,Non Farm Payrolls,1,
2025-01-10T13:30:00.000Z,USD,Unemployment Rate,1,
2025-01-10T13:30:00.000Z,CAD,Unemployment Rate,1,
2025-01-10T15:00:00.000Z,USD,Michigan Consumer Sentiment Prel,1,
2025-01-13T03:00:00.000Z,CNY,Imports YoY,1,
2025-01-13T03:00:00.000Z,CNY,Exports YoY,1,
2025-01-13T03:00:00.000Z,CNY,Balance of Trade,1,
2025-01-13T23:30:00.000Z,AUD,Westpac Consumer Confidence Change,1,
2025-01-13T23:30:00.000Z,AUD,Westpac Consumer Confidence Index,1,
2025-01-14T13:30:00.000Z,USD,PPI MoM,1,
2025-01-15T07:00:00.000Z,GBP,Inflation Rate YoY,1,
2025-01-15T09:00:00.000Z,EUR,Full Year GDP Growth,1,
2025-01-15T13:30:00.000Z,USD,Core Inflation Rate MoM,1,
2025-01-15T13:30:00.000Z,USD,Inflation Rate MoM,1,
2025-01-15T13:30:00.000Z,USD,Inflation Rate YoY,1,
2025-01-15T13:30:00.000Z,USD,Core Inflation Rate YoY,1,
2025-01-16T00:30:00.000Z,AUD,Unemployment Rate,1,
2025-01-16T07:00:00.000Z,GBP,GDP YoY,1,
2025-01-16T07:00:00.000Z,GBP,GDP MoM,1,
2025-01-16T13:30:00.000Z,USD,Retail Sales MoM,1,
2025-01-17T02:00:00.000Z,CNY,Industrial Production YoY,1,
2025-01-17T02:00:00.000Z,CNY,GDP Growth Rate YoY,1,
2025-01-17T02:00:00.000Z,CNY,Retail Sales YoY,1,
2025-01-17T07:00:00.000Z,GBP,Retail Sales MoM,1,
2025-01-17T13:30:00.000Z,USD,Building Permits Prel,1,
2025-01-17T13:30:00.000Z,USD,Housing Starts,1,
2025-01-20T17:00:00.000Z,USD,Inauguration Day,1,
2025-01-21T07:00:00.000Z,GBP,Unemployment Rate,1,
2025-01-21T10:00:00.000Z,EUR,ZEW Economic Sentiment Index,1,
2025-01-21T13:30:00.000Z,CAD,Inflation Rate YoY,1,
2025-01-22T23:50:00.000Z,JPY,Balance of Trade,1,
2025-01-23T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2025-01-24T00:01:00.000Z,GBP,Gfk Consumer Confidence,1,
2025-01-24T03:30:00.000Z,JPY,BoJ Interest Rate Decision,1,
2025-01-24T08:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2025-01-24T09:30:00.000Z,GBP,S&P Global Manufacturing PMI Flash,1,
2025-01-24T09:30:00.000Z,GBP,S&P Global Services PMI Flash,1,
2025-01-24T15:00:00.000Z,USD,Existing Home Sales,1,
2025-01-27T01:30:00.000Z,CNY,NBS Manufacturing PMI,1,
2025-01-27T09:00:00.000Z,EUR,Ifo Business Climate,1,
2025-01-28T00:30:00.000Z,AUD,NAB Business Confidence,1,
2025-01-28T13:30:00.000Z,USD,Durable Goods Orders MoM,1,
2025-01-29T05:00:00.000Z,JPY,Consumer Confidence,1,
2025-01-29T07:00:00.000Z,EUR,GfK Consumer Confidence,1,
2025-01-29T08:00:00.000Z,EUR,GDP Growth Rate QoQ Flash,1,
2025-01-29T08:00:00.000Z,EUR,GDP Growth Rate YoY Flash,1,
2025-01-29T14:45:00.000Z,CAD,BoC Interest Rate Decision,1,
2025-01-29T14:45:00.000Z,CAD,BoC Monetary Policy Report,1,
2025-01-29T19:00:00.000Z,USD,Fed Interest Rate Decision,1,
2025-01-29T19:30:00.000Z,USD,Fed Press Conference,1,
2025-01-30T06:30:00.000Z,EUR,GDP Growth Rate QoQ Prel,1,
2025-01-30T09:00:00.000Z,EUR,GDP Growth Rate QoQ Flash,1,
2025-01-30T09:00:00.000Z,EUR,GDP Growth Rate YoY Flash,1,
2025-01-30T09:00:00.000Z,EUR,GDP Growth Rate QoQ Adv,1,
2025-01-30T09:00:00.000Z,EUR,GDP Growth Rate YoY Adv,1,
2025-01-30T10:00:00.000Z,EUR,GDP Growth Rate QoQ Flash,1,
2025-01-30T10:00:00.000Z,EUR,Unemployment Rate,1,
2025-01-30T10:00:00.000Z,EUR,Unemployment Rate,1,
2025-01-30T13:15:00.000Z,EUR,Deposit Facility Rate,1,
2025-01-30T13:15:00.000Z,EUR,ECB Interest Rate Decision,1,
2025-01-30T13:30:00.000Z,USD,GDP Growth Rate QoQ Adv,1,
2025-01-30T13:45:00.000Z,EUR,ECB Press Conference,1,
2025-01-31T07:45:00.000Z,EUR,Inflation Rate YoY Prel,1,
2025-01-31T08:55:00.000Z,EUR,Unemployment Change,1,
2025-01-31T13:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2025-01-31T13:30:00.000Z,USD,Core PCE Price Index MoM,1,
2025-01-31T13:30:00.000Z,USD,Personal Income MoM,1,
2025-01-31T13:30:00.000Z,USD,Personal Spending MoM,1,
2025-02-01T05:30:00.000Z,INR,India Union Budget 2025,1,
2025-02-03T01:45:00.000Z,CNY,Caixin Manufacturing PMI,1,
2025-02-03T10:00:00.000Z,EUR,Inflation Rate YoY Flash,1,
2025-02-03T10:00:00.000Z,EUR,Inflation Rate YoY Prel,1,
2025-02-03T15:00:00.000Z,USD,ISM Manufacturing PMI,1,
2025-02-04T15:00:00.000Z,USD,JOLTs Job Openings,1,
2025-02-05T13:30:00.000Z,CAD,Balance of Trade,1,
2025-02-05T15:00:00.000Z,USD,ISM Services PMI,1,
2025-02-06T00:30:00.000Z,AUD,Balance of Trade,1,
2025-02-06T12:00:00.000Z,GBP,BoE Interest Rate Decision,1,
2025-02-06T15:00:00.000Z,CAD,Ivey PMI s.a,1,
2025-02-07T04:30:00.000Z,INR,RBI Interest Rate Decision,1,
2025-02-07T07:00:00.000Z,EUR,Balance of Trade,1,
2025-02-07T13:30:00.000Z,USD,Unemployment Rate,1,
2025-02-07T13:30:00.000Z,USD,Non Farm Payrolls,1,
2025-02-07T13:30:00.000Z,CAD,Unemployment Rate,1,
2025-02-07T15:00:00.000Z,USD,Michigan Consumer Sentiment Prel,1,
2025-02-09T01:30:00.000Z,CNY,Inflation Rate YoY,1,
2025-02-10T23:30:00.000Z,AUD,Westpac Consumer Confidence Change,1,
2025-02-11T00:30:00.000Z,AUD,NAB Business Confidence,1,
2025-02-11T15:00:00.000Z,USD,Fed Chair Powell Testimony,1,
2025-02-12T13:30:00.000Z,USD,Inflation Rate MoM,1,
2025-02-12T13:30:00.000Z,USD,Core Inflation Rate MoM,1,
2025-02-12T13:30:00.000Z,USD,Inflation Rate YoY,1,
2025-02-12T13:30:00.000Z,USD,Core Inflation Rate YoY,1,
2025-02-12T15:00:00.000Z,USD,Fed Chair Powell Testimony,1,
2025-02-13T07:00:00.000Z,GBP,GDP YoY,1,
2025-02-13T07:00:00.000Z,GBP,GDP Growth Rate QoQ Prel,1,
2025-02-13T07:00:00.000Z,GBP,GDP Growth Rate YoY Prel,1,
2025-02-13T07:00:00.000Z,GBP,GDP MoM,1,
2025-02-13T13:30:00.000Z,USD,PPI MoM,1,
2025-02-14T13:30:00.000Z,USD,Retail Sales MoM,1,
2025-02-16T23:50:00.000Z,JPY,GDP Growth Rate QoQ Prel,1,
2025-02-18T03:30:00.000Z,AUD,RBA Interest Rate Decision,1,
2025-02-18T07:00:00.000Z,GBP,Unemployment Rate,1,
2025-02-18T10:00:00.000Z,EUR,ZEW Economic Sentiment Index,1,
2025-02-18T13:30:00.000Z,CAD,Inflation Rate YoY,1,
2025-02-18T23:50:00.000Z,JPY,Balance of Trade,1,
2025-02-19T07:00:00.000Z,GBP,Inflation Rate YoY,1,
2025-02-19T13:30:00.000Z,USD,Housing Starts,1,
2025-02-19T13:30:00.000Z,USD,Building Permits Prel,1,
2025-02-19T19:00:00.000Z,USD,FOMC Minutes,1,
2025-02-20T00:30:00.000Z,AUD,Unemployment Rate,1,
2025-02-20T23:30:00.000Z,JPY,Inflation Rate YoY,1,
2025-02-21T07:00:00.000Z,GBP,Retail Sales MoM,1,
2025-02-21T08:30:00.000Z,EUR,HCOB Manufacturing PMI Flash,1,
2025-02-21T09:30:00.000Z,GBP,S&P Global Services PMI Flash,1,
2025-02-21T09:30:00.000Z,GBP,S&P Global Manufacturing PMI Flash,1,
2025-02-21T15:00:00.000Z,USD,Existing Home Sales,1,
